UniqueID,Company,InventoryLocation,InventoryTransaction,InventoryDocumentType,Reference1,Reference2,TransactionDate,GeneralLedgerDate,EstimatedDeliveryDate,InterfaceInProcess,OriginatingInterfaceRun,TransactionQuantityTotal,IntransitTransfer,Reprint,NumberOfCartons,LastLineNumber,FromToCompanyLocation.FromToCompany,FromToCompanyLocation.FromToLocation,FromToCompanyLocation.RequestingLocation,Status,IntransitReceivingStatus,RelatedVendorReturn,NumberOfLines,CurrencyTable,DefaultDistributionAccount.Ledger,DefaultDistributionAccount.ToAccountingEntity,DefaultDistributionAccount.AccountingUnit,DefaultDistributionAccount.GeneralLedgerChartAccount,DefaultDistributionAccount.Project,DefaultDistributionAccount.FinanceDimension1,DefaultDistributionAccount.FinanceDimension2,DefaultDistributionAccount.FinanceDimension3,DefaultDistributionAccount.FinanceDimension4,DefaultDistributionAccount.FinanceDimension5,DefaultDistributionAccount.FinanceDimension6,DefaultDistributionAccount.FinanceDimension7,DefaultDistributionAccount.FinanceDimension8,DefaultDistributionAccount.FinanceDimension9,DefaultDistributionAccount.FinanceDimension10,DefaultDistributionAccount.FinanceEnterpriseGroup,DefaultDistributionAccount.AccountingEntity,DefaultDistributionAccount.DimensionCode,DefaultDistributionAccount.OrganizationString
943fd405-c680-f136-0000-16b35aefc7a5,1,MAIN,246,RT,,,"Monday, 04 June 2018 22:50:06.00 PM",6/4/2018,8/8/2017,FALSE,0,2,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
49283f4b-c680-70e0-0000-19845aefc7a5,1,MAIN,247,IS,,,"Wednesday, 06 June 2018 22:07:15.00 PM",6/6/2018,6/6/2018,FALSE,0,5,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
49283f4b-c680-7de0-0000-02055aefc7a5,1,MAIN,248,RR,,,"Wednesday, 06 June 2018 22:10:37.00 PM",6/6/2018,,FALSE,0,2,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
b3d210bb-c680-87f4-0000-12265b19dd42,1,MAIN,249,PO,,,"Tuesday, 12 June 2018 00:39:08.00 AM",6/11/2018,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
b3d210bb-c680-87f4-0000-125b5b19dd42,1,MAIN,250,PO,,,"Tuesday, 12 June 2018 00:39:10.00 AM",6/11/2018,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
b3d210bb-c680-075c-0000-0e9c5b19dd42,1,MAIN,252,IT,,,"Tuesday, 12 June 2018 20:21:28.00 PM",6/12/2018,,FALSE,0,3,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
b3d210bb-c680-075c-0000-104f5b19dd42,1,MAIN,254,IT,,,"Tuesday, 12 June 2018 20:24:49.00 PM",6/12/2018,6/12/2018,FALSE,0,3,TRUE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
b3d210bb-c680-075c-0000-12385b19dd42,1,MAIN,256,IS,,,"Tuesday, 12 June 2018 20:34:45.00 PM",6/12/2018,6/9/2018,FALSE,0,100,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
b3d210bb-c680-f7dc-0000-02565b19dd42,1,MAIN,257,IS,,,"Tuesday, 01 January 2019 21:39:05.00 PM",1/1/2019,,FALSE,0,5000,FALSE,FALSE,0,1,1,,1E,0,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
b3d210bb-c680-f7dc-0000-04595b19dd42,1,MAIN,258,RC,,,"Tuesday, 12 June 2018 21:43:01.00 PM",6/12/2018,,FALSE,0,200,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
b3d210bb-c680-98bc-0000-01145b19dd42,1,MAIN,260,IS,,,"Tuesday, 12 June 2018 23:31:44.00 PM",6/12/2018,6/12/2018,FALSE,0,1600,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-7840-0000-23b85b20670d,1,MAIN,263,PO,,,"Wednesday, 13 June 2018 17:08:55.00 PM",6/13/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-7840-0000-23f55b20670d,1,MAIN,264,PO,,,"Wednesday, 13 June 2018 17:08:56.00 PM",6/13/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-7840-0000-24285b20670d,1,MAIN,265,PO,,,"Wednesday, 13 June 2018 17:08:57.00 PM",6/13/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-7840-0000-2c465b20670d,1,MAIN,266,PO,,,"Wednesday, 13 June 2018 17:35:40.00 PM",6/13/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-7840-0000-2c785b20670d,1,MAIN,267,PO,,,"Wednesday, 13 June 2018 17:35:41.00 PM",6/13/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-b660-0000-3e6a5b20670d,1,MAIN,268,IS,,,"Wednesday, 13 June 2018 19:49:17.00 PM",6/13/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-b660-0000-3ed55b20670d,1,MAIN,269,IS,,,"Wednesday, 13 June 2018 19:49:19.00 PM",6/13/2018,,FALSE,0,-5,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-c9e0-0000-04c25b20670d,1,MAIN,270,PO,,,"Wednesday, 13 June 2018 19:49:39.00 PM",6/13/2018,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-c9e0-0000-05925b20670d,1,MAIN,271,PO,,,"Wednesday, 13 June 2018 19:49:42.00 PM",6/13/2018,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-f6e0-0000-0b985b20670d,1,MAIN,272,PO,,,"Wednesday, 13 June 2018 19:49:45.00 PM",6/13/2018,,FALSE,0,3,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-c9e0-0000-06875b20670d,1,MAIN,273,PO,,,"Wednesday, 13 June 2018 19:49:49.00 PM",6/13/2018,,FALSE,0,4,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-cbe0-0000-0a905b20670d,1,MAIN,274,PO,,,"Wednesday, 13 June 2018 19:58:52.00 PM",6/13/2018,,FALSE,0,5,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-cbe0-0000-16915b20670d,1,MAIN,275,IS,,,"Wednesday, 13 June 2018 20:01:22.00 PM",6/13/2018,6/13/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
0731496f-c680-cbe0-0000-17455b20670d,1,MAIN,276,IS,,,"Wednesday, 13 June 2018 20:01:25.00 PM",6/13/2018,6/15/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
0731496f-c680-c9e0-0000-2eee5b20670d,1,MAIN,277,IS,,,"Wednesday, 13 June 2018 20:33:39.00 PM",6/13/2018,,FALSE,0,50,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-2190-0000-00215b20670d,1,MAIN,279,IS,,,"Wednesday, 13 June 2018 22:34:17.00 PM",6/13/2018,6/13/2018,FALSE,0,20,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-a550-0000-22885b20670d,1,MAIN,281,IT,,,"Thursday, 14 June 2018 00:42:58.00 AM",6/13/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,MAIN 2,OR,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-bad0-0000-0c165b20670d,1,MAIN,284,IS,,,"Thursday, 14 June 2018 02:00:08.00 AM",6/13/2018,5/26/2017,FALSE,0,8,FALSE,FALSE,0,2,1,,OR,1,0,0,2,CORE,CORE,1,,5040,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5040:
0731496f-c680-a550-0000-41255b20670d,1,MAIN,285,IS,,,"Thursday, 14 June 2018 02:05:13.00 AM",6/13/2018,5/24/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5040,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5040:
0731496f-c680-9828-0000-042f5b20670d,1,MAIN,286,PO,,,"Thursday, 14 June 2018 17:53:16.00 PM",6/14/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-9828-0000-046c5b20670d,1,MAIN,287,PO,,,"Thursday, 14 June 2018 17:53:17.00 PM",6/14/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-e928-0000-13125b20670d,1,MAIN,288,IS,,,"Thursday, 14 June 2018 18:58:45.00 PM",6/14/2018,6/14/2018,FALSE,0,10,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5040,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5040:
0731496f-c680-cf28-0000-0da55b20670d,1,MAIN,290,IS,,,"Thursday, 14 June 2018 19:16:35.00 PM",6/14/2018,,FALSE,0,20,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-cf28-0000-19b45b20670d,1,MAIN,292,RT,,,"Thursday, 14 June 2018 19:26:29.00 PM",6/14/2018,,FALSE,0,5,FALSE,FALSE,0,1,1,MAIN 2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-08a8-0000-09915b20670d,1,MAIN,294,IR,,,"Tuesday, 01 January 2019 19:29:47.00 PM",1/1/2019,6/14/2018,FALSE,0,1,TRUE,FALSE,0,1,1,MAIN 2,,0,1,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-56a8-0000-10415b20670d,1,MAIN,295,IS,,,"Thursday, 14 June 2018 19:55:56.00 PM",6/14/2018,6/13/2018,FALSE,0,1,FALSE,FALSE,0,1,1,,OR,1,0,0,1,CORE,CORE,1,,5040,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5040:
0731496f-c680-56a8-0000-12c45b20670d,1,MAIN,296,PO,,,"Thursday, 14 June 2018 19:56:21.00 PM",6/14/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-1118-0000-00ce5b20670d,1,MAIN,297,RR,,,"Friday, 15 June 2018 00:26:11.00 AM",6/14/2018,,FALSE,0,5,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-1118-0000-06b65b20670d,1,MAIN,299,IS,,,"Wednesday, 02 January 2019 00:39:06.00 AM",1/1/2019,,FALSE,0,-20,FALSE,FALSE,0,1,1,,1E,0,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
0731496f-c680-6de8-0000-2fd85b20670d,1,MAIN,301,IR,,,"Wednesday, 02 January 2019 00:44:37.00 AM",1/1/2019,6/14/2018,FALSE,0,10,TRUE,FALSE,0,1,1,MAIN 2,,0,1,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-3db2-0000-00d75b20670d,1,MAIN,302,PO,,,"Tuesday, 19 June 2018 01:22:44.00 AM",6/18/2018,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-62da-0000-0e0d5b20670d,1,MAIN,303,PO,,,"Wednesday, 20 June 2018 02:07:34.00 AM",6/19/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-62da-0000-0e4a5b20670d,1,MAIN,304,PO,,,"Wednesday, 20 June 2018 02:07:36.00 AM",6/19/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-a9da-0000-14e55b20670d,1,MAIN,305,PO,,,"Wednesday, 20 June 2018 02:30:28.00 AM",6/19/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-a9da-0000-15225b20670d,1,MAIN,306,PO,,,"Wednesday, 20 June 2018 02:30:29.00 AM",6/19/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-228e-0000-013f5b20670d,1,MAIN,307,IS,,,"Thursday, 21 June 2018 17:51:41.00 PM",6/21/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,1N,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-e02e-0000-00175b20670d,1,MAIN,308,IS,,,"Thursday, 21 June 2018 22:38:42.00 PM",6/21/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,3E,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0731496f-c680-2a4e-0000-1a725b20670d,1,MAIN,309,IS,,,"Thursday, 21 June 2018 22:40:11.00 PM",6/21/2018,,FALSE,0,-3,FALSE,FALSE,0,1,1,,3E,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
d86628b4-2680-d81c-0000-14665b2e5b3c,1,MAIN,310,PO,,,"Thursday, 28 June 2018 03:13:02.00 AM",6/27/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
d86628b4-2680-d81c-0000-14985b2e5b3c,1,MAIN,311,PO,,,"Thursday, 28 June 2018 03:13:04.00 AM",6/27/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
d86628b4-2680-37ec-0000-05d35b2e5b3c,1,MAIN,312,PO,,,"Thursday, 28 June 2018 03:15:02.00 AM",6/27/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
d86628b4-2680-0eec-0000-2ccc5b2e5b3c,1,MAIN,313,PO,,,"Thursday, 28 June 2018 03:15:28.00 AM",6/27/2018,,FALSE,0,10,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
5fa6ea05-2680-02e8-0000-031b5b3ee367,1,MAIN,314,PO,,,"Wednesday, 18 July 2018 00:27:12.00 AM",7/17/2018,,FALSE,0,9,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
7cfb7f43-2680-4000-0000-1f355b54bc20,1,MAIN,315,PO,,,"Monday, 23 July 2018 11:39:55.00 AM",7/23/2018,,FALSE,0,500,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
7cfb7f43-2680-60f0-0000-37465b54bc20,1,MAIN,317,AJ,90182000,,"Tuesday, 24 July 2018 10:45:01.00 AM",7/24/2018,,FALSE,0,1000,FALSE,FALSE,0,1,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
7cfb7f43-2680-476c-0000-54705b54bc20,1,MAIN,318,IT,,,"Friday, 27 July 2018 12:28:42.00 PM",7/27/2018,,FALSE,0,50,FALSE,FALSE,0,1,1,DIST,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
12374caf-2680-f81c-0000-58da5b54bc20,1,MAIN,320,IT,,,"Monday, 06 August 2018 06:47:16.00 AM",8/6/2018,,FALSE,0,20,FALSE,FALSE,0,1,2,MAIN2,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
9778e070-a680-af84-0000-36b65b67f170,1,MAIN,321,IS,,,"Thursday, 09 August 2018 04:52:46.00 AM",8/8/2018,,FALSE,0,2,FALSE,FALSE,0,1,1,,ER,1,0,0,1,CORE,CORE,1,,,,3000,,,,,,,,,,1,1,0000035000000000000000000000000000000000000000000000000000000000000000,::
9778e070-a680-91c4-0000-03255b67f170,1,MAIN,322,IS,,,"Thursday, 09 August 2018 04:53:46.00 AM",8/8/2018,,FALSE,0,0,FALSE,FALSE,0,2,1,,ER,1,0,0,2,CORE,CORE,1,,,,3000,,,,,,,,,,1,1,0000035000000000000000000000000000000000000000000000000000000000000000,::
9778e070-a680-af84-0000-37f45b67f170,1,MAIN,323,IS,,,"Thursday, 09 August 2018 04:55:17.00 AM",8/8/2018,6/13/2017,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
9778e070-a680-5e84-0000-489b5b67f170,1,MAIN,324,IS,,,"Thursday, 09 August 2018 05:01:29.00 AM",8/8/2018,6/19/2017,FALSE,0,2,FALSE,FALSE,0,2,1,,RAD,1,0,0,2,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
9778e070-a680-5e84-0000-60035b67f170,1,MAIN,326,IS,,,"Thursday, 09 August 2018 06:11:16.00 AM",8/9/2018,,FALSE,0,2,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
9778e070-a680-2a24-0000-0f5f5b67f170,1,MAIN,327,IS,,,"Thursday, 09 August 2018 06:15:16.00 AM",8/9/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
9778e070-a680-46a4-0000-03df5b67f170,1,MAIN,328,IS,,,"Thursday, 09 August 2018 07:47:17.00 AM",8/9/2018,7/18/2018,FALSE,0,2,FALSE,FALSE,0,2,1,,RAD,1,0,0,2,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
9778e070-a680-46a4-0000-07185b67f170,1,MAIN,329,IS,,,"Thursday, 09 August 2018 08:00:29.00 AM",8/9/2018,8/9/2018,FALSE,0,8,FALSE,FALSE,0,4,1,,RAD,1,0,0,4,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
9778e070-a680-6814-0000-747b5b67f170,1,MAIN,330,IS,,,"Thursday, 09 August 2018 21:38:50.00 PM",8/9/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
9778e070-a680-cab4-0000-05005b67f170,1,MAIN,331,IS,,,"Thursday, 09 August 2018 22:28:19.00 PM",8/9/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
df001c44-a680-fcf8-0000-16e75b6d1cac,1,MAIN,332,PO,,,"Monday, 13 August 2018 09:08:00.00 AM",8/13/2018,,FALSE,0,3,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
df001c44-a680-d9d0-0001-0c4b5b6d1cac,1,MAIN,333,VR,,,"Monday, 13 August 2018 10:01:36.00 AM",8/13/2018,,FALSE,0,3,FALSE,FALSE,0,1,0,,,1,0,37,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
df001c44-a680-62e2-0000-04fb5b6d1cac,1,MAIN,334,IS,,,"Wednesday, 15 August 2018 21:40:22.00 PM",8/15/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,1E,1,0,0,1,CORE,CORE,1,,5021,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,:5021:
df001c44-a680-6b4a-0000-02495b6d1cac,1,MAIN,335,PO,,,"Thursday, 16 August 2018 18:35:18.00 PM",8/16/2018,,FALSE,0,3,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
9d82105a-a680-a9fe-0000-180b5b7b6677,1,MAIN,336,PO,,,"Thursday, 30 August 2018 23:25:30.00 PM",8/30/2018,,FALSE,0,11,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
c7c03fd1-a680-0c8a-0000-098e5b7b6677,1,MAIN,338,IS,,,"Thursday, 06 September 2018 06:55:39.00 AM",9/6/2018,9/5/2018,FALSE,0,6,FALSE,FALSE,0,2,1,,OR,1,0,0,2,CORE,CORE,1,,5021,,2020,,,,,,,,,,1,1,0000030000000000000000000000000000000000000000000000000000000000000000,:5021:
c7c03fd1-a680-733a-0000-278c5b7b6677,1,MAIN,339,IS,,,"Friday, 07 September 2018 07:40:02.00 AM",9/7/2018,8/30/2018,FALSE,0,1,FALSE,FALSE,0,1,1,,RAD,1,0,0,1,CORE,CORE,1,,5023,,1000,,,,,,,,,,1,1,0000014000000000000000000000000000000000000000000000000000000000000000,:5023:
65bfc7e7-a680-6480-0000-00bf5b92cde4,1,MAIN,347,PO,,,"Monday, 17 September 2018 21:53:21.00 PM",9/17/2018,,FALSE,0,11,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
65bfc7e7-a680-4cd8-0000-00875b92cde4,1,MAIN,348,IS,,,"Wednesday, 19 September 2018 21:02:31.00 PM",9/19/2018,,FALSE,0,-3,FALSE,FALSE,0,2,1,,14S,1,0,0,2,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
65bfc7e7-a680-35b8-0000-19ac5b92cde4,1,MAIN,349,PO,,,"Thursday, 20 September 2018 02:38:28.00 AM",9/19/2018,,FALSE,0,12,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
65bfc7e7-a680-5864-0000-376f5b92cde4,1,MAIN,350,PO,,,"Friday, 21 September 2018 04:21:28.00 AM",9/20/2018,,FALSE,0,1,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
bb072c7f-a680-f74c-0000-0d135ba56dca,1,MAIN,351,IS,,,"Wednesday, 26 September 2018 00:28:09.00 AM",9/25/2018,,FALSE,0,1,FALSE,FALSE,0,1,1,,10S,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
0938bcc8-6680-8850-0000-00cd5baad028,1,MAIN,352,PO,,,"Wednesday, 26 September 2018 23:31:59.00 PM",9/26/2018,,FALSE,0,2,FALSE,FALSE,0,0,0,,,1,0,0,1,CORE,,,,,,,,,,,,,,,,1,1,0000000000000000000000000000000000000000000000000000000000000000000000,::
