UniqueID,Company,ReceivablePaymentHeader,ReceivablePayment,Status,Customer,BankEntity,BankAccountNumber,GeneralLedgerDate,TypeOfPayment,PaymentNumber,LastApplicationSequence,LastRemittanceSequence,LastDistributionSequence,ReceivableProcessLevel,CancelDate,TransferredToCustomer,CashCode,ReceivedNotAppliedReceivableGeneralLedgerCode,OriginalCurrency,CurrencyRate,DepositDate,TransactionAmount,BaseAmount,BalancingDistributionAmountCompanyCurrency,CurrencyRateToCustomerGroupCurrency,CustomerGroupCurrencyMultiplicationOrDivision,LastStatementDate,AppliedAmount,BaseAppliedAmount,ReferenceNumber,ReferenceType,CurrencyDecimalsNumber,Prepayment,CreditAppliedAmount,BaseCreditAppliedAmount,AdjustAmountTransactionCurrency,BaseAdjustAmount,CurrencyMultiplicationOrDivision,TransactionHistoryPeriods,LastSelectApplicationSequence,LastFinanceChargeDate,ReceivableOperator,FinanceDimension2,Project,ProjectContract,TransferDate,NationalAccountLastStatementDate,TransferredFromCustomer,TransferAmountTransactionCurrency,Origin,ContractRebateGroup.ContractGroup,ContractRebateGroup.Contract,ContractRebateGroup.ContractRebateType,ContractRebateGroup.ContractRebateDue,OriginatingInterfaceRun,MandateID,MandateType,OriginatingICBSettlement.BusinessClassName,OriginatingICBSettlement.BusinessObjectKey,OriginatingICBSettlement.SymbolicKeyText,BackgroundProcessing
a3f45d31-8e80-c59c-0000-02155e9acf68,210,17,1,9,2,,,3/30/2020,P,1,0,0,0,1,,0,210,RNA,USD,1,3/30/2020,2722,2722,0,1,M,,2722,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,14,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-002a5e9e8db5,600,1,1,9,3,,,1/30/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,1/30/2019,2753,2753,0,0.71,M,,2753,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00485e9e8db5,600,2,1,9,1,,,3/5/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,3/5/2019,1000,1000,0,0.71,M,,1000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00625e9e8db5,600,3,1,9,2,,,4/1/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,4/1/2019,20000,20000,0,0.71,M,,20000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-007c5e9e8db5,600,4,1,9,2,,,4/18/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,4/18/2019,50,50,0,0.71,M,,50,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-007d5e9e8db5,600,4,2,9,2,,,4/18/2019,P,3,0,0,0,1,,0,600,RNA,CAD,1,4/18/2019,150,150,0,0.71,M,,150,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-007e5e9e8db5,600,4,3,9,2,,,4/18/2019,P,2,0,0,0,1,,0,600,RNA,CAD,1,4/18/2019,100,100,0,0.71,M,,100,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-008f5e9e8db5,600,5,1,9,2,,,4/19/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,4/19/2019,100,100,0,0.71,M,,100,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00905e9e8db5,600,5,2,9,2,,,4/19/2019,P,2,0,0,0,1,,0,600,RNA,CAD,1,4/19/2019,100,100,0,0.71,M,,100,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00a15e9e8db5,600,6,1,9,5,,,4/20/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,4/20/2019,2000,2000,0,0.71,M,,2000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00bb5e9e8db5,600,7,1,9,5,,,4/24/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,4/24/2019,3000,3000,0,0.71,M,,3000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00cc5e9e8db5,600,8,1,9,2,,,4/30/2019,P,2,0,0,0,1,,0,600,RNA,CAD,1,4/30/2019,500,500,0,0.71,M,,500,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00cd5e9e8db5,600,8,2,9,2,,,4/30/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,4/30/2019,12400,12400,0,0.71,M,,12400,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00de5e9e8db5,600,9,1,9,3,,,6/4/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,6/4/2019,7000,7000,0,0.71,M,,7000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-00ef5e9e8db5,600,10,1,9,2,,,9/8/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,9/8/2019,14.15,14.15,0,0.71,M,,14.15,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01005e9e8db5,600,11,1,9,1,,,9/29/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,9/29/2019,120,120,0,0.71,M,,120,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01115e9e8db5,600,12,1,9,1,,,10/6/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,10/6/2019,2000,2000,0,0.71,M,,2000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01125e9e8db5,600,12,2,9,2,,,10/6/2019,P,1,0,0,0,1,,0,600,RNA,CAD,1,10/6/2019,50000,50000,0,0.71,M,,50000,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01235e9e8db5,600,13,1,9,3,,,3/1/2020,P,1,0,0,0,1,,0,600,RNA,CAD,1,3/1/2020,2374.95,2374.95,0,0.71,M,,2374.95,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01345e9e8db5,600,14,1,9,3,,,3/12/2020,P,2,0,0,0,1,,0,600,RNA,CAD,1,3/12/2020,2374.95,2374.95,0,0.71,M,,2374.95,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01455e9e8db5,600,15,1,9,3,,,3/13/2020,P,3,0,0,0,1,,0,600,RNA,CAD,1,3/13/2020,2374.95,2374.95,0,0.71,M,,2374.95,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01565e9e8db5,600,16,1,9,3,,,3/19/2020,P,2,0,0,0,1,,0,600,RNA,CAD,1,3/19/2020,2374.95,2374.95,0,0.71,M,,2374.95,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01575e9e8db5,600,16,2,9,1,,,3/19/2020,P,1,0,0,0,1,,0,600,RNA,CAD,1,3/19/2020,2374.95,2374.95,0,0.71,M,,2374.95,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0
a0319ad9-8e80-4858-0000-01685e9e8db5,600,17,1,9,2,,,3/30/2020,P,1,0,0,0,1,,0,600,RNA,CAD,1,3/30/2020,2722,2722,0,0.71,M,,2722,0,,,2,0,0,0,0,0,M,0,0,,Steven.Sinisi,,,,,,0,0,,,0,,,23,,,,00000000-0000-0000-0000-000000000000,,0

